"records_total","records_complete","records_missing","r_squared_in_sample","adjusted_r_squared_in_sample","residual_sigma_standardized","model_matrix_condition_number","records_complete_cv","folds","folds_configured","folds_actual","rmse","mae","q_squared_cv","r_squared_cv_global_mean","macro_rmse","macro_mae","macro_q_squared","run","qc_scenario","colour_method","grain","cohort_basis","outcome","model_variant"
1142,1142,0,0.230810618346012,0.22674441897163,0.87934952153758,4.19076581919001,1142,5,5,5,14.8070532387884,11.9430795076588,0.237132986723349,0.168810932671264,14.7900921480005,11.9757499731584,0.218198843795284,"strict_ok__alpha_peak","strict_ok","alpha_peak","photo","method_specific","a","environment_only_bombus_common"
1142,1142,0,0.246565349947227,0.241914518774062,0.870681044485257,4.32591042649338,1142,5,5,5,14.6666764969666,11.8655526172185,0.251528985974697,0.184496231658826,14.6567259826589,11.8882996106352,0.231521707285014,"strict_ok__alpha_peak","strict_ok","alpha_peak","photo","method_specific","a","environment_plus_bombus"
1167,1164,3,0.224057590971762,0.220033689109904,0.883157013724114,4.23302184749903,1164,5,5,5,15.0126845675812,12.1219204941378,0.223524161918963,0.157475969523611,14.9887383716273,12.146220198875,0.205524975192286,"strict_ok__alpha_peak","strict_ok","alpha_peak","photo","all_methods_common","a","environment_only_full"
1129,1129,0,0.232660022841919,0.228556600504175,0.878318506861734,4.19582272390547,1129,5,5,5,14.8348205275752,11.9773782632445,0.239882276829853,0.172072429295901,14.8170592337004,12.008172659229,0.220898216761599,"strict_ok__alpha_peak","strict_ok","alpha_peak","photo","all_methods_common","a","environment_only_bombus_common"
1129,1129,0,0.24841539034526,0.243722176904062,0.869642353554574,4.31909459124739,1129,5,5,5,14.6906345747234,11.8968376073692,0.25458628779801,0.188088180158414,14.6806270514825,11.9181875748281,0.23451307194424,"strict_ok__alpha_peak","strict_ok","alpha_peak","photo","all_methods_common","a","environment_plus_bombus"
1925,1917,8,0.230132018007145,0.227713584555859,0.878798279154062,4.37830316940542,1917,5,5,5,14.4762734695683,11.7300455247281,0.232431850399846,0.159055036349372,14.4465161016043,11.732001074404,0.208725797883362,"inclusive__primary__site","inclusive","primary","site","method_specific","a","environment_only_full"
1851,1851,0,0.239858032551757,0.23738468558609,0.873278486173747,4.36172188393427,1851,5,5,5,14.3364796376434,11.6198607453183,0.251068867731618,0.175156212521094,14.3159544124699,11.6274682625238,0.226371375487414,"inclusive__primary__site","inclusive","primary","site","method_specific","a","environment_only_bombus_common"
1851,1851,0,0.263089464303753,0.260290563734098,0.860063623382539,4.53992172700636,1851,5,5,5,14.1530932885935,11.5098845304848,0.27010636189194,0.196123372398326,14.1429874341232,11.5159031142762,0.243734272218019,"inclusive__primary__site","inclusive","primary","site","method_specific","a","environment_plus_bombus"
1925,1917,8,0.169123245994595,0.166513161950599,0.912955003299397,4.37830316940542,1917,5,5,5,12.5132513973841,9.99737882137493,0.176659714411893,0.119071788191142,12.4399246154292,9.99811390126253,0.159762837353588,"inclusive__primary__site","inclusive","primary","site","method_specific","L","environment_only_full"
1851,1851,0,0.175697918594009,0.173015807700064,0.90938671218571,4.36172188393427,1851,5,5,5,12.4781430591474,9.97402628372132,0.190116242937656,0.130552023018514,12.3945251616527,9.96947908692094,0.173909604498099,"inclusive__primary__site","inclusive","primary","site","method_specific","L","environment_only_bombus_common"
1851,1851,0,0.198529044213359,0.195484933149601,0.896947638856583,4.53992172700636,1851,5,5,5,12.3160981831704,9.87909164011789,0.211014443522208,0.152987215800622,12.2575606210462,9.87208563049219,0.190031128568251,"inclusive__primary__site","inclusive","primary","site","method_specific","L","environment_plus_bombus"
1925,1917,8,0.170896006851653,0.16829149168993,0.911980541629081,4.37830316940542,1917,5,5,5,11.3752287955785,8.99492815794199,0.182503731372933,0.11881237074203,11.3471050266081,8.9959517178416,0.16598270603225,"inclusive__primary__site","inclusive","primary","site","method_specific","b","environment_only_full"
1851,1851,0,0.180054612928106,0.177386677829173,0.906980331744205,4.36172188393427,1851,5,5,5,11.3151943119183,8.95943439027844,0.199435123681135,0.134027038550477,11.2874430568673,8.9606052836519,0.182279328213015,"inclusive__primary__site","inclusive","primary","site","method_specific","b","environment_only_bombus_common"
1851,1851,0,0.185388552716994,0.182294532027368,0.90427068291117,4.53992172700636,1851,5,5,5,11.3545385054892,9.01410494103216,0.193858137747023,0.127994399387575,11.3265064324063,9.01459770481336,0.17654538130831,"inclusive__primary__site","inclusive","primary","site","method_specific","b","environment_plus_bombus"
